transaction_id,date_key,store_location,product_category,product_detail,transaction_qty,unit_price,total_amount
318,2023-01-01,Hell's Kitchen,Tea,English Breakfast Rg,1,"2,5","2,5"
319,2023-01-01,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,1,3,3
320,2023-01-01,Hell's Kitchen,Bakery,Croissant,1,"3,5","3,5"
321,2023-01-01,Hell's Kitchen,Tea,Earl Grey Lg,2,3,6
322,2023-01-01,Lower Manhattan,Tea,Lemon Grass Lg,2,3,6
323,2023-01-01,Astoria,Coffee,Jamaican Coffee River Sm,2,"2,45","4,9"
324,2023-01-01,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,2,3,6
325,2023-01-01,Astoria,Tea,Lemon Grass Lg,1,3,3
326,2023-01-01,Astoria,Coffee,Latte Rg,2,"4,25","8,5"
327,2023-01-01,Hell's Kitchen,Coffee,Latte,1,"3,75","3,75"
328,2023-01-01,Lower Manhattan,Coffee,Brazilian Sm,2,"2,2","4,4"
329,2023-01-01,Astoria,Tea,Lemon Grass Lg,2,3,6
330,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Sm,1,2,2
331,2023-01-01,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
332,2023-01-01,Lower Manhattan,Coffee,Cappuccino,1,"3,75","3,75"
333,2023-01-01,Lower Manhattan,Bakery,Croissant,1,"3,5","3,5"
334,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Lg,1,3,3
335,2023-01-01,Astoria,Tea,Traditional Blend Chai Rg,2,"2,5",5
336,2023-01-01,Astoria,Coffee,Brazilian Rg,2,3,6
337,2023-01-01,Lower Manhattan,Coffee,Latte,2,"3,75","7,5"
338,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
339,2023-01-01,Astoria,Coffee,Columbian Medium Roast Rg,1,"2,5","2,5"
340,2023-01-01,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,2,3,6
341,2023-01-01,Astoria,Coffee,Latte Rg,2,"4,25","8,5"
342,2023-01-01,Hell's Kitchen,Coffee,Brazilian Rg,1,3,3
343,2023-01-01,Lower Manhattan,Tea,Earl Grey Rg,2,"2,5",5
344,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Rg,2,"3,5",7
345,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Rg,1,"3,5","3,5"
346,2023-01-01,Lower Manhattan,Tea,Lemon Grass Lg,1,3,3
347,2023-01-01,Astoria,Tea,Spicy Eye Opener Chai Lg,1,"3,1","3,1"
348,2023-01-01,Astoria,Bakery,Cranberry Scone,1,"3,25","3,25"
349,2023-01-01,Astoria,Tea,Lemon Grass Lg,1,3,3
350,2023-01-01,Astoria,Coffee,Ethiopia Sm,2,"2,2","4,4"
351,2023-01-01,Lower Manhattan,Coffee,Jamaican Coffee River Sm,1,"2,45","2,45"
352,2023-01-01,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,2,"2,5",5
353,2023-01-01,Lower Manhattan,Coffee,Columbian Medium Roast Sm,2,2,4
354,2023-01-01,Lower Manhattan,Bakery,Ginger Biscotti,1,"3,5","3,5"
355,2023-01-01,Astoria,Coffee,Cappuccino Lg,2,"4,25","8,5"
356,2023-01-01,Astoria,Bakery,Chocolate Chip Biscotti,1,"3,5","3,5"
357,2023-01-01,Lower Manhattan,Coffee,Espresso shot,2,3,6
358,2023-01-01,Hell's Kitchen,Tea,Peppermint Rg,1,"2,5","2,5"
359,2023-01-01,Astoria,Coffee,Jamaican Coffee River Lg,1,"3,75","3,75"
360,2023-01-01,Astoria,Tea,Serenity Green Tea Rg,2,"2,5",5
361,2023-01-01,Lower Manhattan,Coffee,Cappuccino,2,"3,75","7,5"
362,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,2,"3,1","6,2"
363,2023-01-01,Lower Manhattan,Coffee,Latte Rg,2,"4,25","8,5"
364,2023-01-01,Lower Manhattan,Bakery,Hazelnut Biscotti,1,"3,25","3,25"
365,2023-01-01,Lower Manhattan,Coffee,Ethiopia Lg,2,"3,5",7
366,2023-01-01,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,1,3,3
367,2023-01-01,Astoria,Coffee,Ethiopia Sm,2,"2,2","4,4"
368,2023-01-01,Hell's Kitchen,Tea,English Breakfast Rg,1,"2,5","2,5"
369,2023-01-01,Hell's Kitchen,Coffee,Latte,1,"3,75","3,75"
370,2023-01-01,Hell's Kitchen,Coffee,Cappuccino Lg,1,"4,25","4,25"
371,2023-01-01,Astoria,Coffee,Jamaican Coffee River Sm,2,"2,45","4,9"
372,2023-01-01,Hell's Kitchen,Tea,Serenity Green Tea Rg,1,"2,5","2,5"
373,2023-01-01,Astoria,Tea,Lemon Grass Rg,2,"2,5",5
374,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Rg,2,"2,5",5
375,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Rg,2,"2,5",5
376,2023-01-01,Astoria,Tea,Lemon Grass Rg,2,"2,5",5
377,2023-01-01,Astoria,Tea,Lemon Grass Rg,2,"2,5",5
378,2023-01-01,Hell's Kitchen,Coffee,Ouro Brasileiro shot,1,3,3
379,2023-01-01,Astoria,Coffee,Jamaican Coffee River Sm,2,"2,45","4,9"
380,2023-01-01,Astoria,Coffee,Columbian Medium Roast Rg,2,"2,5",5
381,2023-01-01,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,2,"2,5",5
382,2023-01-01,Astoria,Tea,Spicy Eye Opener Chai Rg,1,"2,55","2,55"
383,2023-01-01,Lower Manhattan,Coffee,Cappuccino,2,"3,75","7,5"
384,2023-01-01,Astoria,Coffee,Jamaican Coffee River Lg,2,"3,75","7,5"
385,2023-01-01,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,1,2,2
386,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Sm,1,2,2
387,2023-01-01,Astoria,Tea,Peppermint Rg,1,"2,5","2,5"
388,2023-01-01,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,1,"2,55","2,55"
389,2023-01-01,Hell's Kitchen,Tea,Traditional Blend Chai Lg,2,3,6
390,2023-01-01,Lower Manhattan,Tea,Lemon Grass Rg,1,"2,5","2,5"
391,2023-01-01,Astoria,Coffee,Brazilian Lg,2,"3,5",7
392,2023-01-01,Astoria,Coffee,Cappuccino,1,"3,75","3,75"
393,2023-01-01,Astoria,Coffee,Jamaican Coffee River Rg,1,"3,1","3,1"
394,2023-01-01,Lower Manhattan,Coffee,Columbian Medium Roast Sm,1,2,2
395,2023-01-01,Astoria,Coffee,Jamaican Coffee River Lg,1,"3,75","3,75"
396,2023-01-01,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,1,"3,5","3,5"
397,2023-01-01,Astoria,Coffee,Ethiopia Lg,1,"3,5","3,5"
398,2023-01-01,Lower Manhattan,Tea,Serenity Green Tea Rg,1,"2,5","2,5"
399,2023-01-01,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,1,"2,5","2,5"
400,2023-01-01,Hell's Kitchen,Tea,Earl Grey Rg,2,"2,5",5
401,2023-01-01,Astoria,Tea,Morning Sunrise Chai Rg,2,"2,5",5
402,2023-01-01,Lower Manhattan,Tea,Peppermint Rg,1,"2,5","2,5"
403,2023-01-01,Lower Manhattan,Bakery,Ginger Scone,1,"3,25","3,25"
404,2023-01-01,Lower Manhattan,Tea,Peppermint Rg,2,"2,5",5
405,2023-01-01,Lower Manhattan,Tea,Traditional Blend Chai Lg,1,3,3
406,2023-01-01,Lower Manhattan,Bakery,Chocolate Croissant,1,"3,75","3,75"
407,2023-01-01,Astoria,Tea,Traditional Blend Chai Rg,1,"2,5","2,5"
408,2023-01-01,Hell's Kitchen,Tea,Lemon Grass Rg,2,"2,5",5
409,2023-01-01,Lower Manhattan,Tea,Earl Grey Rg,1,"2,5","2,5"
410,2023-01-01,Astoria,Coffee,Columbian Medium Roast Sm,1,2,2
411,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Rg,1,"3,5","3,5"
412,2023-01-01,Astoria,Bakery,Hazelnut Biscotti,1,"3,25","3,25"
413,2023-01-01,Lower Manhattan,Coffee,Jamaican Coffee River Lg,2,"3,75","7,5"
414,2023-01-01,Hell's Kitchen,Tea,Earl Grey Rg,2,"2,5",5
415,2023-01-01,Astoria,Tea,Earl Grey Rg,1,"2,5","2,5"
416,2023-01-01,Astoria,Coffee,Jamaican Coffee River Lg,2,"3,75","7,5"
417,2023-01-01,Hell's Kitchen,Tea,Serenity Green Tea Lg,2,3,6
418,2023-01-01,Astoria,Coffee,Brazilian Lg,1,"3,5","3,5"
419,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Lg,1,"4,5","4,5"
420,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,2,"3,75","7,5"
421,2023-01-01,Lower Manhattan,Coffee,Ethiopia Sm,2,"2,2","4,4"
422,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,1,"3,1","3,1"
423,2023-01-01,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,2,4,8
424,2023-01-01,Hell's Kitchen,Coffee,Ethiopia Sm,1,"2,2","2,2"
425,2023-01-01,Astoria,Coffee,Columbian Medium Roast Rg,1,"2,5","2,5"
426,2023-01-01,Lower Manhattan,Coffee,Jamaican Coffee River Sm,2,"2,45","4,9"
427,2023-01-01,Lower Manhattan,Bakery,Croissant,1,"3,5","3,5"
428,2023-01-01,Hell's Kitchen,Coffee,Latte Rg,2,"4,25","8,5"
429,2023-01-01,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,2,2,4
430,2023-01-01,Hell's Kitchen,Coffee,Ouro Brasileiro shot,2,3,6
431,2023-01-01,Hell's Kitchen,Bakery,"Scottish Cream Scone ",1,"4,5","4,5"
432,2023-01-01,Hell's Kitchen,Tea,Serenity Green Tea Rg,2,"2,5",5
433,2023-01-01,Hell's Kitchen,Bakery,Oatmeal Scone,1,3,3
434,2023-01-01,Astoria,Coffee,Jamaican Coffee River Lg,1,"3,75","3,75"
435,2023-01-01,Lower Manhattan,Tea,English Breakfast Rg,1,"2,5","2,5"
436,2023-01-01,Astoria,Coffee,Cappuccino Lg,1,"4,25","4,25"
437,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Rg,2,"3,5",7
438,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,1,"3,1","3,1"
439,2023-01-01,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,1,"3,5","3,5"
440,2023-01-01,Lower Manhattan,Coffee,Espresso shot,1,3,3
441,2023-01-01,Lower Manhattan,Bakery,Cranberry Scone,1,"3,25","3,25"
442,2023-01-01,Astoria,Tea,Serenity Green Tea Rg,1,"2,5","2,5"
443,2023-01-01,Astoria,Bakery,Croissant,1,"3,5","3,5"
444,2023-01-01,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,2,"2,5",5
445,2023-01-01,Astoria,Tea,Serenity Green Tea Lg,1,3,3
446,2023-01-01,Astoria,Bakery,Hazelnut Biscotti,1,"3,25","3,25"
447,2023-01-01,Hell's Kitchen,Tea,Lemon Grass Rg,1,"2,5","2,5"
448,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,1,4,4
449,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,2,4,8
450,2023-01-01,Astoria,Bakery,Chocolate Croissant,1,"3,75","3,75"
451,2023-01-01,Hell's Kitchen,Tea,Traditional Blend Chai Rg,2,"2,5",5
452,2023-01-01,Astoria,Coffee,Brazilian Lg,2,"3,5",7
453,2023-01-01,Astoria,Bakery,Ginger Biscotti,1,"3,5","3,5"
454,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,1,"2,45","2,45"
455,2023-01-01,Hell's Kitchen,Coffee,Brazilian Lg,1,"3,5","3,5"
456,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,2,"3,75","7,5"
457,2023-01-01,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,1,"3,5","3,5"
458,2023-01-01,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,2,"3,75","7,5"
459,2023-01-01,Lower Manhattan,Tea,Peppermint Lg,1,3,3
460,2023-01-01,Hell's Kitchen,Coffee,Latte,2,"3,75","7,5"
461,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,2,"3,75","7,5"
462,2023-01-01,Astoria,Tea,Spicy Eye Opener Chai Rg,2,"2,55","5,1"
463,2023-01-01,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,1,3,3
464,2023-01-01,Lower Manhattan,Coffee,Latte Rg,1,"4,25","4,25"
465,2023-01-01,Hell's Kitchen,Tea,Traditional Blend Chai Lg,2,3,6
466,2023-01-01,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,1,"3,5","3,5"
467,2023-01-01,Hell's Kitchen,Tea,Peppermint Lg,2,3,6
468,2023-01-01,Astoria,Tea,Traditional Blend Chai Rg,1,"2,5","2,5"
469,2023-01-01,Lower Manhattan,Tea,English Breakfast Lg,2,3,6
470,2023-01-01,Astoria,Coffee,Columbian Medium Roast Sm,1,2,2
471,2023-01-01,Astoria,Bakery,"Scottish Cream Scone ",1,"4,5","4,5"
472,2023-01-01,Astoria,Coffee,Columbian Medium Roast Sm,1,2,2
473,2023-01-01,Astoria,Coffee,Columbian Medium Roast Lg,2,3,6
474,2023-01-01,Astoria,Bakery,Jumbo Savory Scone,1,"3,75","3,75"
475,2023-01-01,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,1,"2,5","2,5"
476,2023-01-01,Astoria,Coffee,Jamaican Coffee River Sm,2,"2,45","4,9"
477,2023-01-01,Astoria,Coffee,Brazilian Sm,2,"2,2","4,4"
478,2023-01-01,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,2,"2,5",5
479,2023-01-01,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,2,"3,1","6,2"
480,2023-01-01,Hell's Kitchen,Coffee,Brazilian Rg,2,3,6
481,2023-01-01,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,2,"3,75","7,5"
482,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Lg,1,"4,5","4,5"
483,2023-01-01,Lower Manhattan,Tea,Traditional Blend Chai Rg,1,"2,5","2,5"
484,2023-01-01,Lower Manhattan,Bakery,Chocolate Chip Biscotti,1,"3,5","3,5"
485,2023-01-01,Astoria,Tea,Serenity Green Tea Rg,1,"2,5","2,5"
486,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,2,"4,75","9,5"
487,2023-01-01,Lower Manhattan,Coffee,Espresso shot,2,3,6
488,2023-01-01,Astoria,Coffee,Ethiopia Rg,1,3,3
489,2023-01-01,Astoria,Bakery,Jumbo Savory Scone,1,"3,75","3,75"
490,2023-01-01,Lower Manhattan,Tea,Traditional Blend Chai Lg,2,3,6
491,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
492,2023-01-01,Hell's Kitchen,Tea,Lemon Grass Lg,1,3,3
493,2023-01-01,Lower Manhattan,Tea,Morning Sunrise Chai Rg,2,"2,5",5
494,2023-01-01,Hell's Kitchen,Tea,Peppermint Rg,2,"2,5",5
495,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,2,4,8
496,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,2,"3,75","7,5"
497,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Sm,1,2,2
498,2023-01-01,Hell's Kitchen,Tea,Traditional Blend Chai Lg,2,3,6
499,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Lg,1,3,3
500,2023-01-01,Hell's Kitchen,Tea,English Breakfast Lg,2,3,6
501,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,2,"3,75","7,5"
502,2023-01-01,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,1,"2,5","2,5"
503,2023-01-01,Astoria,Tea,Spicy Eye Opener Chai Lg,1,"3,1","3,1"
504,2023-01-01,Astoria,Coffee,Brazilian Sm,1,"2,2","2,2"
505,2023-01-01,Astoria,Coffee,Latte,2,"3,75","7,5"
506,2023-01-01,Astoria,Coffee,Brazilian Lg,1,"3,5","3,5"
507,2023-01-01,Astoria,Coffee,Our Old Time Diner Blend Lg,2,3,6
508,2023-01-01,Astoria,Coffee,Columbian Medium Roast Sm,1,2,2
509,2023-01-01,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,2,2,4
510,2023-01-01,Astoria,Drinking Chocolate,Dark chocolate Lg,2,"4,5",9
511,2023-01-01,Astoria,Tea,Spicy Eye Opener Chai Rg,2,"2,55","5,1"
512,2023-01-01,Hell's Kitchen,Tea,Traditional Blend Chai Lg,2,3,6
513,2023-01-01,Hell's Kitchen,Coffee,Latte Rg,2,"4,25","8,5"
514,2023-01-01,Hell's Kitchen,Bakery,Almond Croissant,1,"3,75","3,75"
515,2023-01-01,Astoria,Tea,Lemon Grass Lg,1,3,3
516,2023-01-01,Hell's Kitchen,Coffee,Espresso shot,2,3,6
517,2023-01-01,Hell's Kitchen,Coffee,Latte,1,"3,75","3,75"
518,2023-01-01,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,2,3,6
519,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,1,4,4
520,2023-01-01,Hell's Kitchen,Coffee,Brazilian Lg,2,"3,5",7
521,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,1,"3,75","3,75"
522,2023-01-01,Hell's Kitchen,Coffee,Cappuccino Lg,1,"4,25","4,25"
523,2023-01-01,Astoria,Coffee,Brazilian Lg,2,"3,5",7
524,2023-01-01,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,2,4,8
525,2023-01-01,Astoria,Coffee,Cappuccino,2,"3,75","7,5"
526,2023-01-01,Astoria,Coffee,Ethiopia Rg,2,3,6
527,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,1,4,4
528,2023-01-01,Hell's Kitchen,Tea,English Breakfast Lg,1,3,3
529,2023-01-01,Hell's Kitchen,Coffee,Cappuccino,1,"3,75","3,75"
530,2023-01-01,Hell's Kitchen,Tea,Serenity Green Tea Rg,1,"2,5","2,5"
531,2023-01-01,Hell's Kitchen,Bakery,Oatmeal Scone,1,3,3
532,2023-01-01,Astoria,Tea,Peppermint Rg,2,"2,5",5
533,2023-01-01,Astoria,Coffee,Latte,1,"3,75","3,75"
534,2023-01-01,Astoria,Tea,Earl Grey Lg,2,3,6
535,2023-01-01,Hell's Kitchen,Tea,Lemon Grass Lg,1,3,3
536,2023-01-01,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,2,"4,75","9,5"
537,2023-01-01,Astoria,Coffee,Cappuccino,1,"3,75","3,75"
538,2023-01-01,Hell's Kitchen,Coffee,Brazilian Lg,2,"3,5",7
539,2023-01-01,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,1,"3,75","3,75"
540,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,2,4,8
541,2023-01-01,Astoria,Tea,Serenity Green Tea Lg,2,3,6
542,2023-01-01,Astoria,Coffee,Espresso shot,1,3,3
543,2023-01-01,Astoria,Tea,Morning Sunrise Chai Rg,1,"2,5","2,5"
544,2023-01-01,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
545,2023-01-01,Hell's Kitchen,Coffee,Brazilian Rg,1,3,3
546,2023-01-01,Astoria,Coffee,Jamaican Coffee River Lg,1,"3,75","3,75"
547,2023-01-01,Hell's Kitchen,Coffee,Ethiopia Rg,1,3,3
548,2023-01-01,Astoria,Coffee,Jamaican Coffee River Rg,1,"3,1","3,1"
549,2023-01-01,Astoria,Tea,Morning Sunrise Chai Lg,1,4,4
550,2023-01-01,Astoria,Coffee,Latte Rg,1,"4,25","4,25"
551,2023-01-02,Lower Manhattan,Coffee,Ouro Brasileiro shot,1,3,3
552,2023-01-02,Lower Manhattan,Tea,Earl Grey Lg,1,3,3
553,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Sm,2,2,4
554,2023-01-02,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,1,"3,1","3,1"
555,2023-01-02,Lower Manhattan,Bakery,Cranberry Scone,1,"3,25","3,25"
556,2023-01-02,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,2,"4,75","9,5"
557,2023-01-02,Lower Manhattan,Tea,Lemon Grass Rg,1,"2,5","2,5"
558,2023-01-02,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,1,3,3
559,2023-01-02,Lower Manhattan,Tea,Traditional Blend Chai Lg,1,3,3
560,2023-01-02,Lower Manhattan,Coffee,Cappuccino Lg,1,"4,25","4,25"
561,2023-01-02,Lower Manhattan,Bakery,Croissant,1,"3,5","3,5"
562,2023-01-02,Lower Manhattan,Coffee,Brazilian Lg,2,"3,5",7
563,2023-01-02,Lower Manhattan,Tea,English Breakfast Rg,1,"2,5","2,5"
564,2023-01-02,Lower Manhattan,Bakery,Croissant,1,"3,5","3,5"
565,2023-01-02,Hell's Kitchen,Coffee,Ethiopia Rg,2,3,6
566,2023-01-02,Hell's Kitchen,Coffee,Ethiopia Sm,2,"2,2","4,4"
567,2023-01-02,Hell's Kitchen,Coffee,Brazilian Sm,1,"2,2","2,2"
568,2023-01-02,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
569,2023-01-02,Lower Manhattan,Tea,English Breakfast Rg,1,"2,5","2,5"
570,2023-01-02,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
571,2023-01-02,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,2,"4,75","9,5"
572,2023-01-02,Hell's Kitchen,Bakery,Ginger Biscotti,1,"3,5","3,5"
573,2023-01-02,Hell's Kitchen,Coffee,Brazilian Lg,1,"3,5","3,5"
574,2023-01-02,Lower Manhattan,Tea,Morning Sunrise Chai Lg,1,4,4
575,2023-01-02,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,1,"3,75","3,75"
576,2023-01-02,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,2,3,6
577,2023-01-02,Hell's Kitchen,Tea,Peppermint Rg,1,"2,5","2,5"
578,2023-01-02,Lower Manhattan,Tea,Peppermint Rg,2,"2,5",5
579,2023-01-02,Hell's Kitchen,Coffee,Latte,2,"3,75","7,5"
580,2023-01-02,Hell's Kitchen,Coffee,Brazilian Rg,1,3,3
581,2023-01-02,Lower Manhattan,Coffee,Brazilian Sm,1,"2,2","2,2"
582,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Sm,2,2,4
583,2023-01-02,Hell's Kitchen,Coffee,Ethiopia Sm,2,"2,2","4,4"
584,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Rg,1,"2,5","2,5"
585,2023-01-02,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,1,"3,1","3,1"
586,2023-01-02,Hell's Kitchen,Coffee,Brazilian Sm,2,"2,2","4,4"
587,2023-01-02,Hell's Kitchen,Tea,English Breakfast Rg,1,"2,5","2,5"
588,2023-01-02,Hell's Kitchen,Coffee,Ethiopia Rg,1,3,3
589,2023-01-02,Lower Manhattan,Coffee,Ethiopia Rg,2,3,6
590,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Sm,1,2,2
591,2023-01-02,Hell's Kitchen,Coffee,Latte Rg,1,"4,25","4,25"
592,2023-01-02,Hell's Kitchen,Tea,Traditional Blend Chai Lg,1,3,3
593,2023-01-02,Lower Manhattan,Coffee,Ethiopia Lg,1,"3,5","3,5"
594,2023-01-02,Lower Manhattan,Coffee,Espresso shot,2,3,6
595,2023-01-02,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,1,"4,5","4,5"
596,2023-01-02,Hell's Kitchen,Bakery,Jumbo Savory Scone,1,"3,75","3,75"
597,2023-01-02,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
598,2023-01-02,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,2,"2,45","4,9"
599,2023-01-02,Hell's Kitchen,Bakery,Ginger Scone,1,"3,25","3,25"
600,2023-01-02,Lower Manhattan,Coffee,Ethiopia Sm,2,"2,2","4,4"
601,2023-01-02,Lower Manhattan,Bakery,Croissant,1,"3,5","3,5"
602,2023-01-02,Hell's Kitchen,Tea,Serenity Green Tea Rg,1,"2,5","2,5"
603,2023-01-02,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,1,4,4
604,2023-01-02,Hell's Kitchen,Coffee,Cappuccino,1,"3,75","3,75"
605,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Rg,1,"2,5","2,5"
606,2023-01-02,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,2,2,4
607,2023-01-02,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,2,2,4
608,2023-01-02,Hell's Kitchen,Bakery,Cranberry Scone,1,"3,25","3,25"
609,2023-01-02,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,2,"4,5",9
610,2023-01-02,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,2,"2,5",5
611,2023-01-02,Hell's Kitchen,Coffee,Ouro Brasileiro shot,1,3,3
612,2023-01-02,Hell's Kitchen,Coffee,Ouro Brasileiro shot,2,3,6
613,2023-01-02,Lower Manhattan,Tea,English Breakfast Rg,1,"2,5","2,5"
614,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Lg,1,3,3
615,2023-01-02,Hell's Kitchen,Tea,English Breakfast Rg,2,"2,5",5
616,2023-01-02,Hell's Kitchen,Coffee,Ethiopia Rg,2,3,6
617,2023-01-02,Hell's Kitchen,Coffee,Brazilian Lg,1,"3,5","3,5"
618,2023-01-02,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,1,"2,5","2,5"
619,2023-01-02,Lower Manhattan,Coffee,Brazilian Rg,1,3,3
620,2023-01-02,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,1,"2,45","2,45"
621,2023-01-02,Hell's Kitchen,Coffee,Cappuccino Lg,2,"4,25","8,5"
622,2023-01-02,Lower Manhattan,Tea,Earl Grey Lg,1,3,3
623,2023-01-02,Lower Manhattan,Coffee,Espresso shot,2,3,6
624,2023-01-02,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
625,2023-01-02,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,1,3,3
626,2023-01-02,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,1,"3,5","3,5"
627,2023-01-02,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,1,"3,5","3,5"
628,2023-01-02,Lower Manhattan,Tea,Morning Sunrise Chai Lg,1,4,4
629,2023-01-02,Lower Manhattan,Coffee,Brazilian Rg,1,3,3
630,2023-01-02,Hell's Kitchen,Tea,Lemon Grass Lg,1,3,3
631,2023-01-02,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,2,"2,55","5,1"
632,2023-01-02,Lower Manhattan,Coffee,Brazilian Rg,2,3,6
633,2023-01-02,Lower Manhattan,Bakery,Jumbo Savory Scone,1,"3,75","3,75"
634,2023-01-02,Lower Manhattan,Coffee,Columbian Medium Roast Sm,1,2,2
635,2023-01-02,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,1,"4,75","4,75"
636,2023-01-02,Hell's Kitchen,Tea,Lemon Grass Rg,2,"2,5",5
