time_key,hour,minute,timeslot
1900-01-01 13:04:02,13,4,afternoon
1900-01-01 13:04:56,13,4,afternoon
1900-01-01 13:05:41,13,5,afternoon
1900-01-01 13:09:27,13,9,afternoon
1900-01-01 13:10:17,13,10,afternoon
1900-01-01 13:10:41,13,10,afternoon
1900-01-01 13:14:54,13,14,afternoon
1900-01-01 13:15:40,13,15,afternoon
1900-01-01 13:21:09,13,21,afternoon
1900-01-01 13:23:18,13,23,afternoon
1900-01-01 13:23:38,13,23,afternoon
1900-01-01 13:24:33,13,24,afternoon
1900-01-01 13:25:02,13,25,afternoon
1900-01-01 13:26:47,13,26,afternoon
1900-01-01 13:28:24,13,28,afternoon
1900-01-01 13:29:51,13,29,afternoon
1900-01-01 13:29:59,13,29,afternoon
1900-01-01 13:30:00,13,30,afternoon
1900-01-01 13:30:05,13,30,afternoon
1900-01-01 13:30:15,13,30,afternoon
1900-01-01 13:30:30,13,30,afternoon
1900-01-01 13:34:02,13,34,afternoon
1900-01-01 13:35:24,13,35,afternoon
1900-01-01 13:39:11,13,39,afternoon
1900-01-01 13:40:11,13,40,afternoon
1900-01-01 13:40:36,13,40,afternoon
1900-01-01 13:40:53,13,40,afternoon
1900-01-01 13:42:07,13,42,afternoon
1900-01-01 13:47:24,13,47,afternoon
1900-01-01 13:47:27,13,47,afternoon
1900-01-01 13:48:27,13,48,afternoon
1900-01-01 13:51:33,13,51,afternoon
1900-01-01 13:52:27,13,52,afternoon
1900-01-01 13:55:38,13,55,afternoon
1900-01-01 13:56:19,13,56,afternoon
1900-01-01 13:57:59,13,57,afternoon
1900-01-01 13:58:30,13,58,afternoon
1900-01-01 13:58:36,13,58,afternoon
1900-01-01 14:01:23,14,1,afternoon
1900-01-01 14:02:16,14,2,afternoon
1900-01-01 14:02:44,14,2,afternoon
1900-01-01 14:03:27,14,3,afternoon
1900-01-01 14:05:27,14,5,afternoon
1900-01-01 14:07:17,14,7,afternoon
1900-01-01 14:07:49,14,7,afternoon
1900-01-01 14:08:49,14,8,afternoon
1900-01-01 14:11:08,14,11,afternoon
1900-01-01 14:12:00,14,12,afternoon
1900-01-01 14:12:07,14,12,afternoon
1900-01-01 14:12:35,14,12,afternoon
1900-01-01 14:13:26,14,13,afternoon
1900-01-01 14:13:37,14,13,afternoon
1900-01-01 14:14:26,14,14,afternoon
1900-01-01 14:17:08,14,17,afternoon
1900-01-01 14:17:55,14,17,afternoon
1900-01-01 14:19:24,14,19,afternoon
1900-01-01 14:21:55,14,21,afternoon
1900-01-01 14:24:46,14,24,afternoon
1900-01-01 14:25:35,14,25,afternoon
1900-01-01 14:26:33,14,26,afternoon
1900-01-01 14:29:35,14,29,afternoon
1900-01-01 14:33:26,14,33,afternoon
1900-01-01 14:33:58,14,33,afternoon
1900-01-01 14:34:53,14,34,afternoon
1900-01-01 14:36:56,14,36,afternoon
1900-01-01 14:37:44,14,37,afternoon
1900-01-01 14:39:18,14,39,afternoon
1900-01-01 14:40:25,14,40,afternoon
1900-01-01 14:42:21,14,42,afternoon
1900-01-01 14:44:28,14,44,afternoon
1900-01-01 14:46:31,14,46,afternoon
1900-01-01 14:48:02,14,48,afternoon
1900-01-01 14:48:05,14,48,afternoon
1900-01-01 14:48:53,14,48,afternoon
1900-01-01 14:51:11,14,51,afternoon
1900-01-01 14:52:26,14,52,afternoon
1900-01-01 14:54:33,14,54,afternoon
1900-01-01 14:54:40,14,54,afternoon
1900-01-01 14:54:46,14,54,afternoon
1900-01-01 14:55:38,14,55,afternoon
1900-01-01 14:58:21,14,58,afternoon
1900-01-01 14:58:28,14,58,afternoon
1900-01-01 14:59:08,14,59,afternoon
1900-01-01 15:03:12,15,3,afternoon
1900-01-01 15:04:21,15,4,afternoon
1900-01-01 15:05:22,15,5,afternoon
1900-01-01 15:09:48,15,9,afternoon
1900-01-01 15:10:48,15,10,afternoon
1900-01-01 15:12:44,15,12,afternoon
1900-01-01 15:15:03,15,15,afternoon
1900-01-01 15:18:41,15,18,afternoon
1900-01-01 15:19:46,15,19,afternoon
1900-01-01 15:21:45,15,21,afternoon
1900-01-01 15:22:19,15,22,afternoon
1900-01-01 15:23:29,15,23,afternoon
1900-01-01 15:24:16,15,24,afternoon
1900-01-01 15:24:52,15,24,afternoon
1900-01-01 15:26:08,15,26,afternoon
1900-01-01 15:26:22,15,26,afternoon
1900-01-01 15:27:43,15,27,afternoon
1900-01-01 15:27:48,15,27,afternoon
1900-01-01 15:28:35,15,28,afternoon
1900-01-01 15:29:31,15,29,afternoon
1900-01-01 15:30:51,15,30,afternoon
1900-01-01 15:32:44,15,32,afternoon
1900-01-01 15:34:44,15,34,afternoon
1900-01-01 15:35:22,15,35,afternoon
1900-01-01 15:35:30,15,35,afternoon
1900-01-01 15:36:29,15,36,afternoon
1900-01-01 15:36:47,15,36,afternoon
1900-01-01 15:37:20,15,37,afternoon
1900-01-01 15:38:44,15,38,afternoon
1900-01-01 15:41:09,15,41,afternoon
1900-01-01 15:41:55,15,41,afternoon
1900-01-01 15:42:50,15,42,afternoon
1900-01-01 15:44:59,15,44,afternoon
1900-01-01 15:48:55,15,48,afternoon
1900-01-01 15:49:27,15,49,afternoon
1900-01-01 15:50:12,15,50,afternoon
1900-01-01 15:50:27,15,50,afternoon
1900-01-01 15:50:28,15,50,afternoon
1900-01-01 15:51:29,15,51,afternoon
1900-01-01 15:51:57,15,51,afternoon
1900-01-01 15:52:14,15,52,afternoon
1900-01-01 15:52:58,15,52,afternoon
1900-01-01 15:54:43,15,54,afternoon
1900-01-01 15:55:19,15,55,afternoon
1900-01-01 15:55:27,15,55,afternoon
1900-01-01 15:56:41,15,56,afternoon
1900-01-01 15:58:07,15,58,afternoon
1900-01-01 15:59:37,15,59,afternoon
1900-01-01 15:59:53,15,59,afternoon
1900-01-01 16:00:33,16,0,afternoon
1900-01-01 16:02:09,16,2,afternoon
1900-01-01 16:02:21,16,2,afternoon
1900-01-01 16:05:18,16,5,afternoon
1900-01-01 16:06:01,16,6,afternoon
1900-01-01 16:06:18,16,6,afternoon
1900-01-01 16:08:22,16,8,afternoon
1900-01-01 16:09:17,16,9,afternoon
1900-01-01 16:09:45,16,9,afternoon
1900-01-01 16:11:04,16,11,afternoon
1900-01-01 16:11:57,16,11,afternoon
1900-01-01 16:12:01,16,12,afternoon
1900-01-01 16:14:09,16,14,afternoon
1900-01-01 16:18:15,16,18,afternoon
1900-01-01 16:19:33,16,19,afternoon
1900-01-01 16:19:48,16,19,afternoon
1900-01-01 16:22:25,16,22,afternoon
1900-01-01 16:22:30,16,22,afternoon
1900-01-01 16:23:50,16,23,afternoon
1900-01-01 16:26:14,16,26,afternoon
1900-01-01 16:26:38,16,26,afternoon
1900-01-01 16:26:49,16,26,afternoon
1900-01-01 16:28:26,16,28,afternoon
1900-01-01 16:30:05,16,30,afternoon
1900-01-01 16:30:07,16,30,afternoon
1900-01-01 16:30:37,16,30,afternoon
1900-01-01 16:31:20,16,31,afternoon
1900-01-01 16:31:48,16,31,afternoon
1900-01-01 16:32:14,16,32,afternoon
1900-01-01 16:32:25,16,32,afternoon
1900-01-01 16:33:17,16,33,afternoon
1900-01-01 16:34:50,16,34,afternoon
1900-01-01 16:35:22,16,35,afternoon
1900-01-01 16:35:54,16,35,afternoon
1900-01-01 16:36:38,16,36,afternoon
1900-01-01 16:41:26,16,41,afternoon
1900-01-01 16:42:11,16,42,afternoon
1900-01-01 16:42:33,16,42,afternoon
1900-01-01 16:43:04,16,43,afternoon
1900-01-01 16:44:55,16,44,afternoon
1900-01-01 16:47:01,16,47,afternoon
1900-01-01 16:49:41,16,49,afternoon
1900-01-01 16:50:14,16,50,afternoon
1900-01-01 16:51:09,16,51,afternoon
1900-01-01 16:55:58,16,55,afternoon
1900-01-01 16:56:14,16,56,afternoon
1900-01-01 16:59:09,16,59,afternoon
1900-01-01 17:00:52,17,0,evening
1900-01-01 17:02:06,17,2,evening
1900-01-01 17:02:59,17,2,evening
1900-01-01 17:04:56,17,4,evening
1900-01-01 17:10:24,17,10,evening
1900-01-01 17:10:36,17,10,evening
1900-01-01 17:12:45,17,12,evening
1900-01-01 17:13:53,17,13,evening
1900-01-01 17:15:28,17,15,evening
1900-01-01 17:15:35,17,15,evening
1900-01-01 17:17:00,17,17,evening
1900-01-01 17:18:25,17,18,evening
1900-01-01 17:19:03,17,19,evening
1900-01-01 17:19:40,17,19,evening
1900-01-01 17:20:14,17,20,evening
1900-01-01 17:21:01,17,21,evening
1900-01-01 17:21:19,17,21,evening
1900-01-01 17:28:06,17,28,evening
1900-01-01 17:28:13,17,28,evening
1900-01-01 17:29:21,17,29,evening
1900-01-01 17:29:41,17,29,evening
1900-01-01 17:29:42,17,29,evening
1900-01-01 17:34:05,17,34,evening
1900-01-01 17:35:03,17,35,evening
1900-01-01 17:35:40,17,35,evening
1900-01-01 17:38:25,17,38,evening
1900-01-01 17:38:48,17,38,evening
1900-01-01 17:40:19,17,40,evening
1900-01-01 17:41:03,17,41,evening
1900-01-01 17:42:18,17,42,evening
1900-01-01 17:43:03,17,43,evening
1900-01-01 17:43:20,17,43,evening
1900-01-01 17:44:03,17,44,evening
1900-01-01 17:45:16,17,45,evening
1900-01-01 17:45:27,17,45,evening
1900-01-01 17:48:34,17,48,evening
1900-01-01 17:48:39,17,48,evening
1900-01-01 17:48:48,17,48,evening
1900-01-01 17:51:00,17,51,evening
1900-01-01 17:53:21,17,53,evening
1900-01-01 17:54:37,17,54,evening
1900-01-01 17:54:59,17,54,evening
1900-01-01 17:55:15,17,55,evening
1900-01-01 17:57:42,17,57,evening
1900-01-01 17:57:59,17,57,evening
1900-01-01 18:05:46,18,5,evening
1900-01-01 18:06:18,18,6,evening
1900-01-01 18:11:56,18,11,evening
1900-01-01 18:17:00,18,17,evening
1900-01-01 18:17:58,18,17,evening
1900-01-01 18:18:05,18,18,evening
1900-01-01 18:18:34,18,18,evening
1900-01-01 18:19:05,18,19,evening
1900-01-01 18:22:30,18,22,evening
1900-01-01 18:23:01,18,23,evening
1900-01-01 18:23:32,18,23,evening
1900-01-01 18:24:11,18,24,evening
1900-01-01 18:24:23,18,24,evening
1900-01-01 18:26:40,18,26,evening
1900-01-01 18:27:04,18,27,evening
1900-01-01 18:28:05,18,28,evening
1900-01-01 18:29:53,18,29,evening
1900-01-01 18:30:06,18,30,evening
1900-01-01 18:31:49,18,31,evening
1900-01-01 18:31:50,18,31,evening
1900-01-01 18:32:38,18,32,evening
1900-01-01 18:33:43,18,33,evening
1900-01-01 18:33:59,18,33,evening
1900-01-01 18:37:31,18,37,evening
1900-01-01 18:39:18,18,39,evening
1900-01-01 18:40:50,18,40,evening
1900-01-01 18:42:49,18,42,evening
1900-01-01 18:43:00,18,43,evening
1900-01-01 18:44:51,18,44,evening
1900-01-01 18:49:22,18,49,evening
1900-01-01 18:50:17,18,50,evening
1900-01-01 18:53:56,18,53,evening
1900-01-01 18:54:10,18,54,evening
1900-01-01 18:57:01,18,57,evening
1900-01-01 19:00:58,19,0,evening
1900-01-01 19:01:16,19,1,evening
1900-01-01 19:01:39,19,1,evening
1900-01-01 19:12:27,19,12,evening
1900-01-01 19:14:55,19,14,evening
1900-01-01 19:16:12,19,16,evening
1900-01-01 19:18:07,19,18,evening
1900-01-01 19:19:55,19,19,evening
1900-01-01 19:22:54,19,22,evening
1900-01-01 19:25:06,19,25,evening
1900-01-01 19:26:53,19,26,evening
1900-01-01 19:27:07,19,27,evening
1900-01-01 19:28:16,19,28,evening
1900-01-01 19:29:54,19,29,evening
1900-01-01 19:35:14,19,35,evening
1900-01-01 19:35:31,19,35,evening
1900-01-01 19:42:15,19,42,evening
1900-01-01 19:45:11,19,45,evening
1900-01-01 19:46:07,19,46,evening
1900-01-01 19:46:38,19,46,evening
1900-01-01 19:48:49,19,48,evening
1900-01-01 19:53:02,19,53,evening
1900-01-01 19:53:55,19,53,evening
1900-01-01 19:57:01,19,57,evening
1900-01-01 19:57:23,19,57,evening
1900-01-01 19:58:10,19,58,evening
1900-01-01 19:58:35,19,58,evening
1900-01-01 07:04:46,7,4,morning
1900-01-01 07:06:53,7,6,morning
1900-01-01 07:16:26,7,16,morning
1900-01-01 07:17:23,7,17,morning
1900-01-01 07:37:05,7,37,morning
1900-01-01 08:06:33,8,6,morning
1900-01-01 08:09:50,8,9,morning
1900-01-01 08:13:04,8,13,morning
1900-01-01 08:13:05,8,13,morning
1900-01-01 08:15:37,8,15,morning
1900-01-01 08:18:30,8,18,morning
1900-01-01 08:18:53,8,18,morning
1900-01-01 08:18:56,8,18,morning
1900-01-01 08:19:33,8,19,morning
1900-01-01 08:19:47,8,19,morning
1900-01-01 08:20:55,8,20,morning
1900-01-01 08:22:14,8,22,morning
1900-01-01 08:23:51,8,23,morning
1900-01-01 08:28:33,8,28,morning
1900-01-01 08:28:53,8,28,morning
1900-01-01 08:30:14,8,30,morning
1900-01-01 08:31:06,8,31,morning
1900-01-01 08:31:07,8,31,morning
1900-01-01 08:32:12,8,32,morning
1900-01-01 08:34:35,8,34,morning
1900-01-01 08:37:26,8,37,morning
1900-01-01 08:37:51,8,37,morning
1900-01-01 08:40:29,8,40,morning
1900-01-01 08:40:50,8,40,morning
1900-01-01 08:42:28,8,42,morning
1900-01-01 08:44:23,8,44,morning
1900-01-01 08:49:32,8,49,morning
1900-01-01 08:49:35,8,49,morning
1900-01-01 08:50:00,8,50,morning
1900-01-01 08:50:21,8,50,morning
1900-01-01 08:53:31,8,53,morning
1900-01-01 08:54:44,8,54,morning
1900-01-01 08:56:41,8,56,morning
1900-01-01 09:03:49,9,3,morning
1900-01-01 09:07:30,9,7,morning
1900-01-01 09:07:36,9,7,morning
1900-01-01 09:09:30,9,9,morning
1900-01-01 09:09:39,9,9,morning
1900-01-01 09:15:44,9,15,morning
1900-01-01 09:18:30,9,18,morning
1900-01-01 09:18:59,9,18,morning
1900-01-01 09:23:33,9,23,morning
1900-01-01 09:24:46,9,24,morning
1900-01-01 09:27:13,9,27,morning
1900-01-01 09:30:08,9,30,morning
1900-01-01 09:33:20,9,33,morning
1900-01-01 09:43:23,9,43,morning
1900-01-01 09:44:41,9,44,morning
1900-01-01 09:44:59,9,44,morning
1900-01-01 09:45:43,9,45,morning
1900-01-01 09:49:52,9,49,morning
1900-01-01 09:50:02,9,50,morning
1900-01-01 09:50:30,9,50,morning
1900-01-01 09:50:48,9,50,morning
1900-01-01 09:52:19,9,52,morning
1900-01-01 09:53:13,9,53,morning
1900-01-01 09:56:34,9,56,morning
1900-01-01 10:00:05,10,0,morning
1900-01-01 10:01:51,10,1,morning
1900-01-01 10:11:25,10,11,morning
1900-01-01 10:12:21,10,12,morning
1900-01-01 10:17:13,10,17,morning
1900-01-01 10:19:53,10,19,morning
1900-01-01 10:20:42,10,20,morning
1900-01-01 10:22:26,10,22,morning
1900-01-01 10:25:55,10,25,morning
1900-01-01 10:26:39,10,26,morning
1900-01-01 10:28:45,10,28,morning
1900-01-01 10:30:42,10,30,morning
1900-01-01 10:33:49,10,33,morning
1900-01-01 10:40:11,10,40,morning
1900-01-01 10:41:29,10,41,morning
1900-01-01 10:43:23,10,43,morning
1900-01-01 10:47:34,10,47,morning
1900-01-01 10:49:47,10,49,morning
1900-01-01 10:52:38,10,52,morning
1900-01-01 10:54:16,10,54,morning
1900-01-01 10:54:52,10,54,morning
1900-01-01 10:56:53,10,56,morning
1900-01-01 10:58:20,10,58,morning
1900-01-01 10:59:41,10,59,morning
1900-01-01 11:02:48,11,2,morning
1900-01-01 11:05:55,11,5,morning
1900-01-01 11:06:30,11,6,morning
1900-01-01 11:08:16,11,8,morning
1900-01-01 11:08:51,11,8,morning
1900-01-01 11:10:02,11,10,morning
1900-01-01 11:11:10,11,11,morning
1900-01-01 11:11:22,11,11,morning
1900-01-01 11:16:22,11,16,morning
1900-01-01 11:16:40,11,16,morning
1900-01-01 11:17:01,11,17,morning
1900-01-01 11:20:10,11,20,morning
1900-01-01 11:21:22,11,21,morning
1900-01-01 11:23:05,11,23,morning
1900-01-01 11:23:56,11,23,morning
1900-01-01 11:26:09,11,26,morning
1900-01-01 11:26:40,11,26,morning
1900-01-01 11:26:49,11,26,morning
1900-01-01 11:27:36,11,27,morning
1900-01-01 11:30:16,11,30,morning
1900-01-01 11:31:00,11,31,morning
1900-01-01 11:31:11,11,31,morning
1900-01-01 11:32:49,11,32,morning
1900-01-01 11:33:06,11,33,morning
1900-01-01 11:33:08,11,33,morning
1900-01-01 11:33:44,11,33,morning
1900-01-01 11:36:44,11,36,morning
1900-01-01 11:36:49,11,36,morning
1900-01-01 11:37:40,11,37,morning
1900-01-01 11:37:50,11,37,morning
1900-01-01 11:37:55,11,37,morning
1900-01-01 11:40:15,11,40,morning
1900-01-01 11:40:31,11,40,morning
1900-01-01 11:42:01,11,42,morning
1900-01-01 11:42:48,11,42,morning
1900-01-01 11:42:51,11,42,morning
1900-01-01 11:43:18,11,43,morning
1900-01-01 11:46:27,11,46,morning
1900-01-01 11:46:29,11,46,morning
1900-01-01 11:47:50,11,47,morning
1900-01-01 11:50:55,11,50,morning
1900-01-01 11:51:18,11,51,morning
1900-01-01 11:52:48,11,52,morning
1900-01-01 11:56:15,11,56,morning
1900-01-01 11:57:06,11,57,morning
1900-01-01 11:57:55,11,57,morning
1900-01-01 11:58:06,11,58,morning
1900-01-01 11:58:07,11,58,morning
1900-01-01 11:59:06,11,59,morning
1900-01-01 11:59:16,11,59,morning
1900-01-01 11:59:49,11,59,morning
1900-01-01 12:00:52,12,0,afternoon
1900-01-01 12:04:32,12,4,afternoon
1900-01-01 12:05:39,12,5,afternoon
1900-01-01 12:06:47,12,6,afternoon
1900-01-01 12:08:20,12,8,afternoon
1900-01-01 12:14:46,12,14,afternoon
1900-01-01 12:16:03,12,16,afternoon
1900-01-01 12:16:30,12,16,afternoon
1900-01-01 12:17:20,12,17,afternoon
1900-01-01 12:20:44,12,20,afternoon
1900-01-01 12:20:50,12,20,afternoon
1900-01-01 12:23:36,12,23,afternoon
1900-01-01 12:26:03,12,26,afternoon
1900-01-01 12:27:58,12,27,afternoon
1900-01-01 12:30:20,12,30,afternoon
1900-01-01 12:31:47,12,31,afternoon
1900-01-01 12:35:27,12,35,afternoon
1900-01-01 12:36:05,12,36,afternoon
1900-01-01 12:37:48,12,37,afternoon
1900-01-01 12:38:56,12,38,afternoon
1900-01-01 12:40:55,12,40,afternoon
1900-01-01 12:44:41,12,44,afternoon
1900-01-01 12:45:07,12,45,afternoon
1900-01-01 12:46:52,12,46,afternoon
1900-01-01 12:47:41,12,47,afternoon
1900-01-01 12:48:20,12,48,afternoon
1900-01-01 12:48:38,12,48,afternoon
1900-01-01 12:50:34,12,50,afternoon
1900-01-01 12:50:49,12,50,afternoon
1900-01-01 12:51:17,12,51,afternoon
1900-01-01 12:52:36,12,52,afternoon
1900-01-01 12:52:37,12,52,afternoon
1900-01-01 12:55:49,12,55,afternoon
1900-01-01 12:56:02,12,56,afternoon
1900-01-01 12:57:48,12,57,afternoon
1900-01-01 12:58:20,12,58,afternoon
1900-01-01 13:03:37,13,3,afternoon
1900-01-01 13:04:25,13,4,afternoon
1900-01-01 13:04:48,13,4,afternoon
1900-01-01 13:05:00,13,5,afternoon
1900-01-01 13:05:16,13,5,afternoon
1900-01-01 13:06:00,13,6,afternoon
1900-01-01 13:07:30,13,7,afternoon
1900-01-01 13:09:01,13,9,afternoon
1900-01-01 13:12:16,13,12,afternoon
1900-01-01 13:12:49,13,12,afternoon
1900-01-01 13:13:33,13,13,afternoon
1900-01-01 13:16:53,13,16,afternoon
1900-01-01 13:17:20,13,17,afternoon
1900-01-01 13:18:51,13,18,afternoon
1900-01-01 13:20:01,13,20,afternoon
1900-01-01 13:20:13,13,20,afternoon
1900-01-01 13:24:10,13,24,afternoon
1900-01-01 13:26:51,13,26,afternoon
1900-01-01 13:28:12,13,28,afternoon
1900-01-01 13:31:04,13,31,afternoon
1900-01-01 13:34:08,13,34,afternoon
1900-01-01 13:38:29,13,38,afternoon
1900-01-01 13:39:52,13,39,afternoon
1900-01-01 13:41:00,13,41,afternoon
1900-01-01 13:44:19,13,44,afternoon
1900-01-01 13:45:54,13,45,afternoon
1900-01-01 13:48:42,13,48,afternoon
1900-01-01 13:48:44,13,48,afternoon
1900-01-01 13:52:13,13,52,afternoon
1900-01-01 13:57:02,13,57,afternoon
1900-01-01 13:57:16,13,57,afternoon
1900-01-01 13:57:24,13,57,afternoon
1900-01-01 13:57:28,13,57,afternoon
1900-01-01 13:58:14,13,58,afternoon
1900-01-01 13:59:44,13,59,afternoon
1900-01-01 14:00:27,14,0,afternoon
1900-01-01 14:03:06,14,3,afternoon
1900-01-01 14:03:48,14,3,afternoon
1900-01-01 14:03:54,14,3,afternoon
1900-01-01 14:04:38,14,4,afternoon
1900-01-01 14:04:48,14,4,afternoon
1900-01-01 14:06:01,14,6,afternoon
1900-01-01 14:07:15,14,7,afternoon
1900-01-01 14:08:26,14,8,afternoon
1900-01-01 14:09:18,14,9,afternoon
1900-01-01 14:09:52,14,9,afternoon
1900-01-01 14:10:19,14,10,afternoon
1900-01-01 14:13:15,14,13,afternoon
1900-01-01 14:13:47,14,13,afternoon
1900-01-01 14:14:01,14,14,afternoon
1900-01-01 14:15:05,14,15,afternoon
1900-01-01 14:15:50,14,15,afternoon
1900-01-01 14:17:42,14,17,afternoon
1900-01-01 14:18:47,14,18,afternoon
1900-01-01 14:18:58,14,18,afternoon
1900-01-01 14:19:44,14,19,afternoon
1900-01-01 14:21:57,14,21,afternoon
1900-01-01 14:22:00,14,22,afternoon
1900-01-01 14:22:48,14,22,afternoon
1900-01-01 14:23:43,14,23,afternoon
1900-01-01 14:23:54,14,23,afternoon
1900-01-01 14:24:01,14,24,afternoon
1900-01-01 14:24:14,14,24,afternoon
1900-01-01 14:28:01,14,28,afternoon
1900-01-01 14:30:24,14,30,afternoon
1900-01-01 14:30:38,14,30,afternoon
1900-01-01 14:31:14,14,31,afternoon
1900-01-01 14:33:36,14,33,afternoon
1900-01-01 14:34:28,14,34,afternoon
1900-01-01 14:35:13,14,35,afternoon
1900-01-01 14:37:12,14,37,afternoon
1900-01-01 14:38:17,14,38,afternoon
1900-01-01 14:41:47,14,41,afternoon
1900-01-01 14:42:59,14,42,afternoon
1900-01-01 14:43:48,14,43,afternoon
1900-01-01 14:44:43,14,44,afternoon
1900-01-01 14:45:14,14,45,afternoon
1900-01-01 14:47:09,14,47,afternoon
1900-01-01 14:47:10,14,47,afternoon
1900-01-01 14:47:45,14,47,afternoon
1900-01-01 14:48:23,14,48,afternoon
1900-01-01 14:48:30,14,48,afternoon
1900-01-01 14:49:31,14,49,afternoon
1900-01-01 14:49:39,14,49,afternoon
1900-01-01 14:51:06,14,51,afternoon
1900-01-01 14:53:17,14,53,afternoon
1900-01-01 14:53:51,14,53,afternoon
1900-01-01 14:53:52,14,53,afternoon
1900-01-01 14:54:41,14,54,afternoon
1900-01-01 14:54:59,14,54,afternoon
1900-01-01 14:55:03,14,55,afternoon
1900-01-01 14:56:33,14,56,afternoon
1900-01-01 14:57:23,14,57,afternoon
1900-01-01 14:57:49,14,57,afternoon
1900-01-01 15:00:04,15,0,afternoon
1900-01-01 15:01:43,15,1,afternoon
1900-01-01 15:02:09,15,2,afternoon
1900-01-01 15:02:34,15,2,afternoon
1900-01-01 15:03:23,15,3,afternoon
1900-01-01 15:04:07,15,4,afternoon
1900-01-01 15:05:33,15,5,afternoon
1900-01-01 15:06:00,15,6,afternoon
1900-01-01 15:06:37,15,6,afternoon
1900-01-01 15:07:41,15,7,afternoon
1900-01-01 15:08:18,15,8,afternoon
1900-01-01 15:10:02,15,10,afternoon
1900-01-01 15:10:51,15,10,afternoon
1900-01-01 15:11:28,15,11,afternoon
1900-01-01 15:13:22,15,13,afternoon
1900-01-01 15:13:46,15,13,afternoon
1900-01-01 15:15:01,15,15,afternoon
1900-01-01 15:15:39,15,15,afternoon
1900-01-01 15:15:48,15,15,afternoon
1900-01-01 15:17:03,15,17,afternoon
1900-01-01 15:18:13,15,18,afternoon
1900-01-01 15:19:17,15,19,afternoon
1900-01-01 15:19:59,15,19,afternoon
1900-01-01 15:23:04,15,23,afternoon
1900-01-01 15:24:23,15,24,afternoon
1900-01-01 15:24:48,15,24,afternoon
1900-01-01 15:26:58,15,26,afternoon
1900-01-01 15:27:29,15,27,afternoon
1900-01-01 15:28:42,15,28,afternoon
1900-01-01 15:29:25,15,29,afternoon
1900-01-01 15:30:42,15,30,afternoon
1900-01-01 15:32:00,15,32,afternoon
1900-01-01 15:33:20,15,33,afternoon
1900-01-01 15:33:40,15,33,afternoon
1900-01-01 15:35:23,15,35,afternoon
1900-01-01 15:35:49,15,35,afternoon
1900-01-01 15:36:04,15,36,afternoon
1900-01-01 15:36:32,15,36,afternoon
1900-01-01 15:37:29,15,37,afternoon
1900-01-01 15:39:00,15,39,afternoon
1900-01-01 15:41:00,15,41,afternoon
1900-01-01 15:43:32,15,43,afternoon
1900-01-01 15:43:40,15,43,afternoon
1900-01-01 15:45:20,15,45,afternoon
1900-01-01 15:45:57,15,45,afternoon
1900-01-01 15:46:51,15,46,afternoon
1900-01-01 15:47:58,15,47,afternoon
1900-01-01 15:48:24,15,48,afternoon
1900-01-01 15:48:25,15,48,afternoon
1900-01-01 15:48:46,15,48,afternoon
1900-01-01 15:49:11,15,49,afternoon
1900-01-01 15:51:55,15,51,afternoon
1900-01-01 15:52:01,15,52,afternoon
1900-01-01 15:53:19,15,53,afternoon
1900-01-01 15:55:15,15,55,afternoon
1900-01-01 15:55:31,15,55,afternoon
1900-01-01 15:55:36,15,55,afternoon
1900-01-01 15:55:59,15,55,afternoon
1900-01-01 15:57:20,15,57,afternoon
1900-01-01 15:58:24,15,58,afternoon
1900-01-01 15:58:31,15,58,afternoon
1900-01-01 16:00:06,16,0,afternoon
1900-01-01 16:00:44,16,0,afternoon
1900-01-01 16:03:08,16,3,afternoon
1900-01-01 16:04:22,16,4,afternoon
1900-01-01 16:07:48,16,7,afternoon
1900-01-01 16:08:18,16,8,afternoon
1900-01-01 16:13:17,16,13,afternoon
1900-01-01 16:14:44,16,14,afternoon
1900-01-01 16:15:10,16,15,afternoon
1900-01-01 16:16:00,16,16,afternoon
1900-01-01 16:16:52,16,16,afternoon
1900-01-01 16:21:27,16,21,afternoon
1900-01-01 16:22:03,16,22,afternoon
1900-01-01 16:22:58,16,22,afternoon
1900-01-01 16:23:10,16,23,afternoon
1900-01-01 16:23:27,16,23,afternoon
1900-01-01 16:24:45,16,24,afternoon
1900-01-01 16:25:31,16,25,afternoon
1900-01-01 16:25:47,16,25,afternoon
1900-01-01 16:29:14,16,29,afternoon
1900-01-01 16:29:19,16,29,afternoon
1900-01-01 16:29:24,16,29,afternoon
1900-01-01 16:29:35,16,29,afternoon
1900-01-01 16:30:03,16,30,afternoon
1900-01-01 16:31:06,16,31,afternoon
1900-01-01 16:31:41,16,31,afternoon
1900-01-01 16:32:29,16,32,afternoon
1900-01-01 16:33:26,16,33,afternoon
1900-01-01 16:34:56,16,34,afternoon
1900-01-01 16:35:23,16,35,afternoon
1900-01-01 16:37:31,16,37,afternoon
1900-01-01 16:37:59,16,37,afternoon
1900-01-01 16:39:44,16,39,afternoon
1900-01-01 16:40:42,16,40,afternoon
1900-01-01 16:41:45,16,41,afternoon
1900-01-01 16:42:17,16,42,afternoon
1900-01-01 16:43:22,16,43,afternoon
1900-01-01 16:43:36,16,43,afternoon
1900-01-01 16:43:58,16,43,afternoon
1900-01-01 16:49:49,16,49,afternoon
1900-01-01 16:50:27,16,50,afternoon
1900-01-01 16:50:47,16,50,afternoon
1900-01-01 16:51:10,16,51,afternoon
1900-01-01 16:51:51,16,51,afternoon
